JOHN
time[s]       Fp1      Fp2       F7       F3       Fz       F4       F8       T3       C3       Cz       C4       T4       T5       P3       Pz       P4       T6       O1       O2      Ref     Drlv   Photic 
0.222 -6338.000 -6338.000 -6338.000 -6338.000 -6338.000 -6338.000 -6338.000 -6338.000 -6338.000 -6338.000 -6338.000 -6338.000 -6338.000 -6338.000 -6338.000 -6338.000 -6338.000 -6338.000 -6338.000 -6338.000 -6338.000 -1.000
0.224 -5550.000 -5550.000 -5550.000 -5550.000 -5550.000 -5550.000 -5550.000 -5550.000 -5550.000 -5550.000 -5550.000 -5550.000 -5550.000 -5550.000 -5550.000 -5550.000 -5550.000 -5550.000 -5550.000 -5550.000 -5550.000 -1.000
0.226 -4710.000 -4710.000 -4710.000 -4710.000 -4710.000 -4710.000 -4710.000 -4710.000 -4710.000 -4710.000 -4710.000 -4710.000 -4710.000 -4710.000 -4710.000 -4710.000 -4710.000 -4710.000 -4710.000 -4710.000 -4710.000 -1.000
0.228 -3824.000 -3824.000 -3824.000 -3824.000 -3824.000 -3824.000 -3824.000 -3824.000 -3824.000 -3824.000 -3824.000 -3824.000 -3824.000 -3824.000 -3824.000 -3824.000 -3824.000 -3824.000 -3824.000 -3824.000 -3824.000 -1.000
0.230 -2901.000 -2901.000 -2901.000 -2901.000 -2901.000 -2901.000 -2901.000 -2901.000 -2901.000 -2901.000 -2901.000 -2901.000 -2901.000 -2901.000 -2901.000 -2901.000 -2901.000 -2901.000 -2901.000 -2901.000 -2901.000 -1.000
0.232 -1951.000 -1951.000 -1951.000 -1951.000 -1951.000 -1951.000 -1951.000 -1951.000 -1951.000 -1951.000 -1951.000 -1951.000 -1951.000 -1951.000 -1951.000 -1951.000 -1951.000 -1951.000 -1951.000 -1951.000 -1951.000 -1.000
0.234 -981.000 -981.000 -981.000 -981.000 -981.000 -981.000 -981.000 -981.000 -981.000 -981.000 -981.000 -981.000 -981.000 -981.000 -981.000 -981.000 -981.000 -981.000 -981.000 -981.000 -981.000 -1.000
0.236 -3.000 -3.000 -3.000 -3.000 -3.000 -3.000 -3.000 -3.000 -3.000 -3.000 -3.000 -3.000 -3.000 -3.000 -3.000 -3.000 -3.000 -3.000 -3.000 -3.000 -3.000 -1.000
0.238 976.000 976.000 976.000 976.000 976.000 976.000 976.000 976.000 976.000 976.000 976.000 976.000 976.000 976.000 976.000 976.000 976.000 976.000 976.000 976.000 976.000 -1.000
0.240 1945.000 1945.000 1945.000 1945.000 1945.000 1945.000 1945.000 1945.000 1945.000 1945.000 1945.000 1945.000 1945.000 1945.000 1945.000 1945.000 1945.000 1945.000 1945.000 1945.000 1945.000 -1.000
0.242 2896.000 2896.000 2896.000 2896.000 2896.000 2896.000 2896.000 2896.000 2896.000 2896.000 2896.000 2896.000 2896.000 2896.000 2896.000 2896.000 2896.000 2896.000 2896.000 2896.000 2896.000 -1.000
0.244 3818.000 3818.000 3818.000 3818.000 3818.000 3818.000 3818.000 3818.000 3818.000 3818.000 3818.000 3818.000 3818.000 3818.000 3818.000 3818.000 3818.000 3818.000 3818.000 3818.000 3818.000 -1.000
0.246 4705.000 4705.000 4705.000 4705.000 4705.000 4705.000 4705.000 4705.000 4705.000 4705.000 4705.000 4705.000 4705.000 4705.000 4705.000 4705.000 4705.000 4705.000 4705.000 4705.000 4705.000 -1.000
0.248 5546.000 5546.000 5546.000 5546.000 5546.000 5546.000 5546.000 5546.000 5546.000 5546.000 5546.000 5546.000 5546.000 5546.000 5546.000 5546.000 5546.000 5546.000 5546.000 5546.000 5546.000 -1.000
0.250 6333.000 6333.000 6333.000 6333.000 6333.000 6333.000 6333.000 6333.000 6333.000 6333.000 6333.000 6333.000 6333.000 6333.000 6333.000 6333.000 6333.000 6333.000 6333.000 6333.000 6333.000 -1.000
0.252 7060.000 7060.000 7060.000 7060.000 7060.000 7060.000 7060.000 7060.000 7060.000 7060.000 7060.000 7060.000 7060.000 7060.000 7060.000 7060.000 7060.000 7060.000 7060.000 7060.000 7060.000 -1.000
0.254 7719.000 7719.000 7719.000 7719.000 7719.000 7719.000 7719.000 7719.000 7719.000 7719.000 7719.000 7719.000 7719.000 7719.000 7719.000 7719.000 7719.000 7719.000 7719.000 7719.000 7719.000 -1.000
0.256 8304.000 8304.000 8304.000 8304.000 8304.000 8304.000 8304.000 8304.000 8304.000 8304.000 8304.000 8304.000 8304.000 8304.000 8304.000 8304.000 8304.000 8304.000 8304.000 8304.000 8304.000 -1.000
0.258 8810.000 8810.000 8810.000 8810.000 8810.000 8810.000 8810.000 8810.000 8810.000 8810.000 8810.000 8810.000 8810.000 8810.000 8810.000 8810.000 8810.000 8810.000 8810.000 8810.000 8810.000 -1.000
0.260 9230.000 9230.000 9230.000 9230.000 9230.000 9230.000 9230.000 9230.000 9230.000 9230.000 9230.000 9230.000 9230.000 9230.000 9230.000 9230.000 9230.000 9230.000 9230.000 9230.000 9230.000 -1.000
0.262 9563.000 9563.000 9563.000 9563.000 9563.000 9563.000 9563.000 9563.000 9563.000 9563.000 9563.000 9563.000 9563.000 9563.000 9563.000 9563.000 9563.000 9563.000 9563.000 9563.000 9563.000 -1.000
0.264 9803.000 9803.000 9803.000 9803.000 9803.000 9803.000 9803.000 9803.000 9803.000 9803.000 9803.000 9803.000 9803.000 9803.000 9803.000 9803.000 9803.000 9803.000 9803.000 9803.000 9803.000 -1.000
0.266 9949.000 9949.000 9949.000 9949.000 9949.000 9949.000 9949.000 9949.000 9949.000 9949.000 9949.000 9949.000 9949.000 9949.000 9949.000 9949.000 9949.000 9949.000 9949.000 9949.000 9949.000 -1.000
0.268 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 10000.000 -1.000
0.270 9955.000 9955.000 9955.000 9955.000 9955.000 9955.000 9955.000 9955.000 9955.000 9955.000 9955.000 9955.000 9955.000 9955.000 9955.000 9955.000 9955.000 9955.000 9955.000 9955.000 9955.000 -1.000
0.272 9814.000 9814.000 9814.000 9814.000 9814.000 9814.000 9814.000 9814.000 9814.000 9814.000 9814.000 9814.000 9814.000 9814.000 9814.000 9814.000 9814.000 9814.000 9814.000 9814.000 9814.000 -1.000
0.274 9579.000 9579.000 9579.000 9579.000 9579.000 9579.000 9579.000 9579.000 9579.000 9579.000 9579.000 9579.000 9579.000 9579.000 9579.000 9579.000 9579.000 9579.000 9579.000 9579.000 9579.000 -1.000
0.276 9252.000 9252.000 9252.000 9252.000 9252.000 9252.000 9252.000 9252.000 9252.000 9252.000 9252.000 9252.000 9252.000 9252.000 9252.000 9252.000 9252.000 9252.000 9252.000 9252.000 9252.000 -1.000
0.278 8836.000 8836.000 8836.000 8836.000 8836.000 8836.000 8836.000 8836.000 8836.000 8836.000 8836.000 8836.000 8836.000 8836.000 8836.000 8836.000 8836.000 8836.000 8836.000 8836.000 8836.000 -1.000
0.280 8335.000 8335.000 8335.000 8335.000 8335.000 8335.000 8335.000 8335.000 8335.000 8335.000 8335.000 8335.000 8335.000 8335.000 8335.000 8335.000 8335.000 8335.000 8335.000 8335.000 8335.000 -1.000
0.282 7755.000 7755.000 7755.000 7755.000 7755.000 7755.000 7755.000 7755.000 7755.000 7755.000 7755.000 7755.000 7755.000 7755.000 7755.000 7755.000 7755.000 7755.000 7755.000 7755.000 7755.000 -1.000
0.284 7100.000 7100.000 7100.000 7100.000 7100.000 7100.000 7100.000 7100.000 7100.000 7100.000 7100.000 7100.000 7100.000 7100.000 7100.000 7100.000 7100.000 7100.000 7100.000 7100.000 7100.000 -1.000
0.286 6376.000 6376.000 6376.000 6376.000 6376.000 6376.000 6376.000 6376.000 6376.000 6376.000 6376.000 6376.000 6376.000 6376.000 6376.000 6376.000 6376.000 6376.000 6376.000 6376.000 6376.000 -1.000
0.288 5592.000 5592.000 5592.000 5592.000 5592.000 5592.000 5592.000 5592.000 5592.000 5592.000 5592.000 5592.000 5592.000 5592.000 5592.000 5592.000 5592.000 5592.000 5592.000 5592.000 5592.000 -1.000
0.290 4754.000 4754.000 4754.000 4754.000 4754.000 4754.000 4754.000 4754.000 4754.000 4754.000 4754.000 4754.000 4754.000 4754.000 4754.000 4754.000 4754.000 4754.000 4754.000 4754.000 4754.000 -1.000
0.292 3870.000 3870.000 3870.000 3870.000 3870.000 3870.000 3870.000 3870.000 3870.000 3870.000 3870.000 3870.000 3870.000 3870.000 3870.000 3870.000 3870.000 3870.000 3870.000 3870.000 3870.000 -1.000
0.294 2949.000 2949.000 2949.000 2949.000 2949.000 2949.000 2949.000 2949.000 2949.000 2949.000 2949.000 2949.000 2949.000 2949.000 2949.000 2949.000 2949.000 2949.000 2949.000 2949.000 2949.000 -1.000
0.296 2000.000 2000.000 2000.000 2000.000 2000.000 2000.000 2000.000 2000.000 2000.000 2000.000 2000.000 2000.000 2000.000 2000.000 2000.000 2000.000 2000.000 2000.000 2000.000 2000.000 2000.000 -1.000
0.298 1031.000 1031.000 1031.000 1031.000 1031.000 1031.000 1031.000 1031.000 1031.000 1031.000 1031.000 1031.000 1031.000 1031.000 1031.000 1031.000 1031.000 1031.000 1031.000 1031.000 1031.000 -1.000
0.300 53.000 53.000 53.000 53.000 53.000 53.000 53.000 53.000 53.000 53.000 53.000 53.000 53.000 53.000 53.000 53.000 53.000 53.000 53.000 53.000 53.000 -1.000
0.302 -926.000 -926.000 -926.000 -926.000 -926.000 -926.000 -926.000 -926.000 -926.000 -926.000 -926.000 -926.000 -926.000 -926.000 -926.000 -926.000 -926.000 -926.000 -926.000 -926.000 -926.000 -1.000
0.304 -1896.000 -1896.000 -1896.000 -1896.000 -1896.000 -1896.000 -1896.000 -1896.000 -1896.000 -1896.000 -1896.000 -1896.000 -1896.000 -1896.000 -1896.000 -1896.000 -1896.000 -1896.000 -1896.000 -1896.000 -1896.000 -1.000
0.306 -2847.000 -2847.000 -2847.000 -2847.000 -2847.000 -2847.000 -2847.000 -2847.000 -2847.000 -2847.000 -2847.000 -2847.000 -2847.000 -2847.000 -2847.000 -2847.000 -2847.000 -2847.000 -2847.000 -2847.000 -2847.000 -1.000
0.308 -3772.000 -3772.000 -3772.000 -3772.000 -3772.000 -3772.000 -3772.000 -3772.000 -3772.000 -3772.000 -3772.000 -3772.000 -3772.000 -3772.000 -3772.000 -3772.000 -3772.000 -3772.000 -3772.000 -3772.000 -3772.000 -1.000
0.310 -4660.000 -4660.000 -4660.000 -4660.000 -4660.000 -4660.000 -4660.000 -4660.000 -4660.000 -4660.000 -4660.000 -4660.000 -4660.000 -4660.000 -4660.000 -4660.000 -4660.000 -4660.000 -4660.000 -4660.000 -4660.000 -1.000
0.312 -5504.000 -5504.000 -5504.000 -5504.000 -5504.000 -5504.000 -5504.000 -5504.000 -5504.000 -5504.000 -5504.000 -5504.000 -5504.000 -5504.000 -5504.000 -5504.000 -5504.000 -5504.000 -5504.000 -5504.000 -5504.000 -1.000
0.314 -6294.000 -6294.000 -6294.000 -6294.000 -6294.000 -6294.000 -6294.000 -6294.000 -6294.000 -6294.000 -6294.000 -6294.000 -6294.000 -6294.000 -6294.000 -6294.000 -6294.000 -6294.000 -6294.000 -6294.000 -6294.000 -1.000
0.316 -7024.000 -7024.000 -7024.000 -7024.000 -7024.000 -7024.000 -7024.000 -7024.000 -7024.000 -7024.000 -7024.000 -7024.000 -7024.000 -7024.000 -7024.000 -7024.000 -7024.000 -7024.000 -7024.000 -7024.000 -7024.000 -1.000
0.318 -7687.000 -7687.000 -7687.000 -7687.000 -7687.000 -7687.000 -7687.000 -7687.000 -7687.000 -7687.000 -7687.000 -7687.000 -7687.000 -7687.000 -7687.000 -7687.000 -7687.000 -7687.000 -7687.000 -7687.000 -7687.000 -1.000
0.320 -8276.000 -8276.000 -8276.000 -8276.000 -8276.000 -8276.000 -8276.000 -8276.000 -8276.000 -8276.000 -8276.000 -8276.000 -8276.000 -8276.000 -8276.000 -8276.000 -8276.000 -8276.000 -8276.000 -8276.000 -8276.000 -1.000
0.322 -8786.000 -8786.000 -8786.000 -8786.000 -8786.000 -8786.000 -8786.000 -8786.000 -8786.000 -8786.000 -8786.000 -8786.000 -8786.000 -8786.000 -8786.000 -8786.000 -8786.000 -8786.000 -8786.000 -8786.000 -8786.000 -1.000
0.324 -9211.000 -9211.000 -9211.000 -9211.000 -9211.000 -9211.000 -9211.000 -9211.000 -9211.000 -9211.000 -9211.000 -9211.000 -9211.000 -9211.000 -9211.000 -9211.000 -9211.000 -9211.000 -9211.000 -9211.000 -9211.000 -1.000
0.326 -9548.000 -9548.000 -9548.000 -9548.000 -9548.000 -9548.000 -9548.000 -9548.000 -9548.000 -9548.000 -9548.000 -9548.000 -9548.000 -9548.000 -9548.000 -9548.000 -9548.000 -9548.000 -9548.000 -9548.000 -9548.000 -1.000
0.328 -9793.000 -9793.000 -9793.000 -9793.000 -9793.000 -9793.000 -9793.000 -9793.000 -9793.000 -9793.000 -9793.000 -9793.000 -9793.000 -9793.000 -9793.000 -9793.000 -9793.000 -9793.000 -9793.000 -9793.000 -9793.000 -1.000
0.330 -9944.000 -9944.000 -9944.000 -9944.000 -9944.000 -9944.000 -9944.000 -9944.000 -9944.000 -9944.000 -9944.000 -9944.000 -9944.000 -9944.000 -9944.000 -9944.000 -9944.000 -9944.000 -9944.000 -9944.000 -9944.000 -1.000
0.332 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -10000.000 -1.000
0.334 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -9959.000 -1.000
0.336 -9823.000 -9823.000 -9823.000 -9823.000 -9823.000 -9823.000 -9823.000 -9823.000 -9823.000 -9823.000 -9823.000 -9823.000 -9823.000 -9823.000 -9823.000 -9823.000 -9823.000 -9823.000 -9823.000 -9823.000 -9823.000 -1.000
0.338 -9593.000 -9593.000 -9593.000 -9593.000 -9593.000 -9593.000 -9593.000 -9593.000 -9593.000 -9593.000 -9593.000 -9593.000 -9593.000 -9593.000 -9593.000 -9593.000 -9593.000 -9593.000 -9593.000 -9593.000 -9593.000 -1.000
0.340 -9271.000 -9271.000 -9271.000 -9271.000 -9271.000 -9271.000 -9271.000 -9271.000 -9271.000 -9271.000 -9271.000 -9271.000 -9271.000 -9271.000 -9271.000 -9271.000 -9271.000 -9271.000 -9271.000 -9271.000 -9271.000 -1.000
0.342 -8859.000 -8859.000 -8859.000 -8859.000 -8859.000 -8859.000 -8859.000 -8859.000 -8859.000 -8859.000 -8859.000 -8859.000 -8859.000 -8859.000 -8859.000 -8859.000 -8859.000 -8859.000 -8859.000 -8859.000 -8859.000 -1.000
0.344 -8363.000 -8363.000 -8363.000 -8363.000 -8363.000 -8363.000 -8363.000 -8363.000 -8363.000 -8363.000 -8363.000 -8363.000 -8363.000 -8363.000 -8363.000 -8363.000 -8363.000 -8363.000 -8363.000 -8363.000 -8363.000 -1.000
0.346 -7786.000 -7786.000 -7786.000 -7786.000 -7786.000 -7786.000 -7786.000 -7786.000 -7786.000 -7786.000 -7786.000 -7786.000 -7786.000 -7786.000 -7786.000 -7786.000 -7786.000 -7786.000 -7786.000 -7786.000 -7786.000 -1.000
0.348 -7135.000 -7135.000 -7135.000 -7135.000 -7135.000 -7135.000 -7135.000 -7135.000 -7135.000 -7135.000 -7135.000 -7135.000 -7135.000 -7135.000 -7135.000 -7135.000 -7135.000 -7135.000 -7135.000 -7135.000 -7135.000 -1.000
0.350 -6415.000 -6415.000 -6415.000 -6415.000 -6415.000 -6415.000 -6415.000 -6415.000 -6415.000 -6415.000 -6415.000 -6415.000 -6415.000 -6415.000 -6415.000 -6415.000 -6415.000 -6415.000 -6415.000 -6415.000 -6415.000 -1.000
0.352 -5634.000 -5634.000 -5634.000 -5634.000 -5634.000 -5634.000 -5634.000 -5634.000 -5634.000 -5634.000 -5634.000 -5634.000 -5634.000 -5634.000 -5634.000 -5634.000 -5634.000 -5634.000 -5634.000 -5634.000 -5634.000 -1.000
0.354 -4798.000 -4798.000 -4798.000 -4798.000 -4798.000 -4798.000 -4798.000 -4798.000 -4798.000 -4798.000 -4798.000 -4798.000 -4798.000 -4798.000 -4798.000 -4798.000 -4798.000 -4798.000 -4798.000 -4798.000 -4798.000 -1.000
0.356 -3916.000 -3916.000 -3916.000 -3916.000 -3916.000 -3916.000 -3916.000 -3916.000 -3916.000 -3916.000 -3916.000 -3916.000 -3916.000 -3916.000 -3916.000 -3916.000 -3916.000 -3916.000 -3916.000 -3916.000 -3916.000 -1.000
0.358 -2997.000 -2997.000 -2997.000 -2997.000 -2997.000 -2997.000 -2997.000 -2997.000 -2997.000 -2997.000 -2997.000 -2997.000 -2997.000 -2997.000 -2997.000 -2997.000 -2997.000 -2997.000 -2997.000 -2997.000 -2997.000 -1.000
0.360 -2049.000 -2049.000 -2049.000 -2049.000 -2049.000 -2049.000 -2049.000 -2049.000 -2049.000 -2049.000 -2049.000 -2049.000 -2049.000 -2049.000 -2049.000 -2049.000 -2049.000 -2049.000 -2049.000 -2049.000 -2049.000 -1.000
0.362 -1081.000 -1081.000 -1081.000 -1081.000 -1081.000 -1081.000 -1081.000 -1081.000 -1081.000 -1081.000 -1081.000 -1081.000 -1081.000 -1081.000 -1081.000 -1081.000 -1081.000 -1081.000 -1081.000 -1081.000 -1081.000 -1.000
0.364 -103.000 -103.000 -103.000 -103.000 -103.000 -103.000 -103.000 -103.000 -103.000 -103.000 -103.000 -103.000 -103.000 -103.000 -103.000 -103.000 -103.000 -103.000 -103.000 -103.000 -103.000 -1.000
0.366 876.000 876.000 876.000 876.000 876.000 876.000 876.000 876.000 876.000 876.000 876.000 876.000 876.000 876.000 876.000 876.000 876.000 876.000 876.000 876.000 876.000 -1.000
0.368 1846.000 1846.000 1846.000 1846.000 1846.000 1846.000 1846.000 1846.000 1846.000 1846.000 1846.000 1846.000 1846.000 1846.000 1846.000 1846.000 1846.000 1846.000 1846.000 1846.000 1846.000 -1.000
0.370 2799.000 2799.000 2799.000 2799.000 2799.000 2799.000 2799.000 2799.000 2799.000 2799.000 2799.000 2799.000 2799.000 2799.000 2799.000 2799.000 2799.000 2799.000 2799.000 2799.000 2799.000 -1.000
0.372 3725.000 3725.000 3725.000 3725.000 3725.000 3725.000 3725.000 3725.000 3725.000 3725.000 3725.000 3725.000 3725.000 3725.000 3725.000 3725.000 3725.000 3725.000 3725.000 3725.000 3725.000 -1.000
0.374 4616.000 4616.000 4616.000 4616.000 4616.000 4616.000 4616.000 4616.000 4616.000 4616.000 4616.000 4616.000 4616.000 4616.000 4616.000 4616.000 4616.000 4616.000 4616.000 4616.000 4616.000 -1.000
0.376 5462.000 5462.000 5462.000 5462.000 5462.000 5462.000 5462.000 5462.000 5462.000 5462.000 5462.000 5462.000 5462.000 5462.000 5462.000 5462.000 5462.000 5462.000 5462.000 5462.000 5462.000 -1.000
0.378 6255.000 6255.000 6255.000 6255.000 6255.000 6255.000 6255.000 6255.000 6255.000 6255.000 6255.000 6255.000 6255.000 6255.000 6255.000 6255.000 6255.000 6255.000 6255.000 6255.000 6255.000 -1.000
0.380 6989.000 6989.000 6989.000 6989.000 6989.000 6989.000 6989.000 6989.000 6989.000 6989.000 6989.000 6989.000 6989.000 6989.000 6989.000 6989.000 6989.000 6989.000 6989.000 6989.000 6989.000 -1.000
0.382 7655.000 7655.000 7655.000 7655.000 7655.000 7655.000 7655.000 7655.000 7655.000 7655.000 7655.000 7655.000 7655.000 7655.000 7655.000 7655.000 7655.000 7655.000 7655.000 7655.000 7655.000 -1.000
0.384 8248.000 8248.000 8248.000 8248.000 8248.000 8248.000 8248.000 8248.000 8248.000 8248.000 8248.000 8248.000 8248.000 8248.000 8248.000 8248.000 8248.000 8248.000 8248.000 8248.000 8248.000 -1.000
0.386 8762.000 8762.000 8762.000 8762.000 8762.000 8762.000 8762.000 8762.000 8762.000 8762.000 8762.000 8762.000 8762.000 8762.000 8762.000 8762.000 8762.000 8762.000 8762.000 8762.000 8762.000 -1.000
0.388 9191.000 9191.000 9191.000 9191.000 9191.000 9191.000 9191.000 9191.000 9191.000 9191.000 9191.000 9191.000 9191.000 9191.000 9191.000 9191.000 9191.000 9191.000 9191.000 9191.000 9191.000 -1.000
0.390 9533.000 9533.000 9533.000 9533.000 9533.000 9533.000 9533.000 9533.000 9533.000 9533.000 9533.000 9533.000 9533.000 9533.000 9533.000 9533.000 9533.000 9533.000 9533.000 9533.000 9533.000 -1.000
0.392 9783.000 9783.000 9783.000 9783.000 9783.000 9783.000 9783.000 9783.000 9783.000 9783.000 9783.000 9783.000 9783.000 9783.000 9783.000 9783.000 9783.000 9783.000 9783.000 9783.000 9783.000 -1.000
0.394 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 9939.000 -1.000
0.396 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 9999.000 -1.000
0.398 9964.000 9964.000 9964.000 9964.000 9964.000 9964.000 9964.000 9964.000 9964.000 9964.000 9964.000 9964.000 9964.000 9964.000 9964.000 9964.000 9964.000 9964.000 9964.000 9964.000 9964.000 -1.000
0.400 9833.000 9833.000 9833.000 9833.000 9833.000 9833.000 9833.000 9833.000 9833.000 9833.000 9833.000 9833.000 9833.000 9833.000 9833.000 9833.000 9833.000 9833.000 9833.000 9833.000 9833.000 -1.000
0.402 9607.000 9607.000 9607.000 9607.000 9607.000 9607.000 9607.000 9607.000 9607.000 9607.000 9607.000 9607.000 9607.000 9607.000 9607.000 9607.000 9607.000 9607.000 9607.000 9607.000 9607.000 -1.000
0.404 9290.000 9290.000 9290.000 9290.000 9290.000 9290.000 9290.000 9290.000 9290.000 9290.000 9290.000 9290.000 9290.000 9290.000 9290.000 9290.000 9290.000 9290.000 9290.000 9290.000 9290.000 -1.000
0.406 8883.000 8883.000 8883.000 8883.000 8883.000 8883.000 8883.000 8883.000 8883.000 8883.000 8883.000 8883.000 8883.000 8883.000 8883.000 8883.000 8883.000 8883.000 8883.000 8883.000 8883.000 -1.000
0.408 8391.000 8391.000 8391.000 8391.000 8391.000 8391.000 8391.000 8391.000 8391.000 8391.000 8391.000 8391.000 8391.000 8391.000 8391.000 8391.000 8391.000 8391.000 8391.000 8391.000 8391.000 -1.000
0.410 7818.000 7818.000 7818.000 7818.000 7818.000 7818.000 7818.000 7818.000 7818.000 7818.000 7818.000 7818.000 7818.000 7818.000 7818.000 7818.000 7818.000 7818.000 7818.000 7818.000 7818.000 -1.000
0.412 7170.000 7170.000 7170.000 7170.000 7170.000 7170.000 7170.000 7170.000 7170.000 7170.000 7170.000 7170.000 7170.000 7170.000 7170.000 7170.000 7170.000 7170.000 7170.000 7170.000 7170.000 -1.000
0.414 6454.000 6454.000 6454.000 6454.000 6454.000 6454.000 6454.000 6454.000 6454.000 6454.000 6454.000 6454.000 6454.000 6454.000 6454.000 6454.000 6454.000 6454.000 6454.000 6454.000 6454.000 -1.000
0.416 5675.000 5675.000 5675.000 5675.000 5675.000 5675.000 5675.000 5675.000 5675.000 5675.000 5675.000 5675.000 5675.000 5675.000 5675.000 5675.000 5675.000 5675.000 5675.000 5675.000 5675.000 -1.000
0.418 4842.000 4842.000 4842.000 4842.000 4842.000 4842.000 4842.000 4842.000 4842.000 4842.000 4842.000 4842.000 4842.000 4842.000 4842.000 4842.000 4842.000 4842.000 4842.000 4842.000 4842.000 -1.000
0.420 3963.000 3963.000 3963.000 3963.000 3963.000 3963.000 3963.000 3963.000 3963.000 3963.000 3963.000 3963.000 3963.000 3963.000 3963.000 3963.000 3963.000 3963.000 3963.000 3963.000 3963.000 -1.000
0.422 3045.000 3045.000 3045.000 3045.000 3045.000 3045.000 3045.000 3045.000 3045.000 3045.000 3045.000 3045.000 3045.000 3045.000 3045.000 3045.000 3045.000 3045.000 3045.000 3045.000 3045.000 -1.000
0.424 2098.000 2098.000 2098.000 2098.000 2098.000 2098.000 2098.000 2098.000 2098.000 2098.000 2098.000 2098.000 2098.000 2098.000 2098.000 2098.000 2098.000 2098.000 2098.000 2098.000 2098.000 -1.000
0.426 1131.000 1131.000 1131.000 1131.000 1131.000 1131.000 1131.000 1131.000 1131.000 1131.000 1131.000 1131.000 1131.000 1131.000 1131.000 1131.000 1131.000 1131.000 1131.000 1131.000 1131.000 -1.000
